year,type,element_no,element,element_display,MentionedPosts,examples_json,type_old
2023,연사/인플루언서,24,몬스터,몬스터,9,"[{""context"": ""중간중간 나오는 [[몬스터]]들 너무 귀엽고 위협적이야 ​ ​ 그렇게 입장한지 1시간 30분째..."", ""title"": ""[전시회] 버닝비버 2023 전시 후기 : 인디게임 천국 재밌게..."", ""link"": ""https://blog.naver.com/badaboomblog/223283314213""}, {""context"": ""그게 [[몬스터]]의 공격을 회피했을 때만 소모되는 것같아요."", ""title"": ""[서울/전시] 인디게임을 실컷 즐길 수 있는 < 버닝비버 > 전시 후기"", ""link"": ""https://blog.naver.com/during58/223283944114""}, {""context"": ""( Ctrl+F 기능을 통해 원하시는 게임을 그의 마을에 들이닥칠 [[몬스터]]들을 미리 해치운다 는 스토리를 가지고 있습니다."", ""title"": ""[전시] 2023 버닝비버 , '온라인 전시관' 게임 후기 !"", ""link"": ""https://blog.naver.com/during58/223306119265""}, {""context"": ""컬러?를 활용해 [[몬스터]]를 무찌르는 건데 이게 내가 조준하는 게 아니라 자동으로 나를 향해 조준되다 보니 원하는대로 맞추는 게 어려웠다"", ""title"": ""버닝비버 2023 인디게임&컬처 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223283268495""}, {""context"": ""스마일게이트에서 주관하기에 스마일게이트 부스도 있고, [[몬스터]] 에너지도 무료로 줘서 갈증도 해소가 되었습니다."", ""title"": ""스마일게이트 버닝비버 2023 인디게임&컬쳐페스티벌 방문 후기"", ""link"": ""https://blog.naver.com/jhk7318/223281677657""}]",연사/인플루언서
2023,연사/인플루언서,25,여까,여까,2,"[{""context"": ""비버 광장에서는 13시에 [[여까]]님과 진행하는 행사를 알려주고 있었습니다!"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""버닝비버 메인 스테이지 메인 스테이지에서는 스트리머 '[[여까]]'님께서 저희 게임을 대왕키보드 로 유저 분들과 플레이 하는 이벤트가 있었습니다 !"", ""title"": ""학생게임개발팀의 조금 늦은 DDP 2023 버닝비버 전시 후기 !"", ""link"": ""https://blog.naver.com/igegegaeim/223308490971""}]",연사/인플루언서
2023,운영인력,27,확성기,확성기,2,"[{""context"": ""비버월드 [[확성기]] 는 자신이 보내는 메세지가 메세지 타임에 이벤트 화면에서 자막으로 뜹니다! (5번까지 골드 지급)"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""아래에 ‘[[확성기]]’와 ‘응원하기’를 하면 각 1000골드씩 5번까지 받을 수 있습니다."", ""title"": ""DDP 인디게임 페스티벌 ‘ 버닝비버 2023’ 후기 ..."", ""link"": ""https://blog.naver.com/salt-water/223281458051""}]",운영/장치
2023,운영인력,28,스태프|직원|알바,스태프,11,"[{""context"": ""이런 행사 같은 건 처음 가서, 많이 혼란스러웠는데 모든 [[직원]]분들이 주황색으로 메인 캐릭터 버닝비버 옷을 입고 있어서 멀리서 보기에 한눈에 알아볼 수 있어서, 안내받기 너무 수월했습니다."", ""title"": ""2023 버닝비버 인디게임 페스티벌 방문한 후기"", ""link"": ""https://blog.naver.com/bee_sky/223284150993""}, {""context"": ""[[스태프]]님의 안내로 초청권을 티켓으로 교환하고 출발!"", ""title"": ""[서울/전시] 인디게임을 실컷 즐길 수 있는 < 버닝비버 > 전시 후기"", ""link"": ""https://blog.naver.com/during58/223283944114""}, {""context"": ""(그때는 내가 [[직원]]으로 함께하길..☆)"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (2)"", ""link"": ""https://blog.naver.com/hyanggies/223306042179""}, {""context"": ""tmi ​ ​ ​ 입장 따라란 들어가면 비버옷을 입은 [[스태프]]분들이 반겨주신다"", ""title"": ""버닝비버 2023 인디게임&컬처 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223283268495""}, {""context"": ""[[직원]]분들이 엄청 귀여운 모자들을 쓰고 안내를 해주셨는데 모자ㅎㅎㅎ 정말 한번만 써보고 싶었습니다."", ""title"": ""2023 버닝비버 ' 비버 월드' 후기"", ""link"": ""https://blog.naver.com/jane5103/223281657665""}]",운영인력
2023,이벤트,29,Ver.0.01|Ver.0.0.1|Ver0.01|Ver0.0.1,Ver.0.01,1,"[{""context"": ""버닝비버 2023 전체 공간 (출처 : 버닝비버 2023 공식 홈페이지) ​ 1. 세계관 전시 2. 기획전시 [[VER.0.0.1]] 3. 비버월드 4. 미션&리워드&아이템샵 ​ 어떤 공간인지 하나씩 알아보기 위해서 버닝비버로 직접 가볼까요?"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}]",전시/특별관
2023,이벤트,30,비버월드,비버월드,6,"[{""context"": ""쩜삔뚜 [[비버월드]] ​ ​ 우선 들어가기전에 이런 팸플렛을 받는데 꼼꼼히 읽어보시길 추천드려요"", ""title"": ""[전시회] 버닝비버 2023 전시 후기 : 인디게임 천국 재밌게..."", ""link"": ""https://blog.naver.com/badaboomblog/223283314213""}, {""context"": ""사진 출처 : 버닝비버 공식 홈페이지 [[비버월드]] 부스 배치도를 보시면 전시장 규모는 꽤 컸습니다."", ""title"": ""2023 버닝비버 인디게임 페스티벌 방문한 후기"", ""link"": ""https://blog.naver.com/bee_sky/223284150993""}, {""context"": ""이 친구의 포즈를 따라해보는건 어떨까 싶슴ㅎ ​ ​ ​ 초대된 모험가 들이여, [[비버월드]]를 지켜라!"", ""title"": ""[서울/전시] 인디게임을 실컷 즐길 수 있는 < 버닝비버 > 전시 후기"", ""link"": ""https://blog.naver.com/during58/223283944114""}, {""context"": ""버닝비버 2023 전체 공간 (출처 : 버닝비버 2023 공식 홈페이지) ​ 1. 세계관 전시 2. 기획전시 VER.0.0.1 3. [[비버월드]] 4. 미션&리워드&아이템샵 ​ 어떤 공간인지 하나씩 알아보기 위해서 버닝비버로 직접 가볼까요?"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""가이드북을 통해 온라인으로 [[비버월드]] 모험가 길드에 가입을 할 수 있습니다."", ""title"": ""스마일게이트 버닝비버 2023 인디게임&컬쳐페스티벌 방문 후기"", ""link"": ""https://blog.naver.com/jhk7318/223281677657""}]",전시/특별관
2023,이벤트,32,네컷|네컷사진|인생네컷,네컷,9,"[{""context"": ""[[인생네컷]]에서도 코인 이용가능!"", ""title"": ""[전시회] 버닝비버 2023 전시 후기 : 인디게임 천국 재밌게..."", ""link"": ""https://blog.naver.com/badaboomblog/223283314213""}, {""context"": ""이렇게 전시장에서 얻은 무료 코인으로는 [[네컷]]사진 , 캐리커쳐 , 가챠 , 굿즈샵 을 즐길수있죠! 게임 한판 할때마다 1,000코인이고 대부분 5,000코인밖에 소모하지않아 충분히 다 즐길 수 있습니다. ​ *네컷은 인당 5,000코인입니다. ​ ​"", ""title"": ""[서울/전시] 인디게임을 실컷 즐길 수 있는 < 버닝비버 > 전시 후기"", ""link"": ""https://blog.naver.com/during58/223283944114""}, {""context"": ""비버[[네컷]] 기념 사진 비버네컷 기념 사진은 네컷부스에서 찍는 사진인데, 5000골드를 내고 찍을 수 있습니다!"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""이렇게 모은 코인은 [[인생네컷]] 촬영, 경품뽑기 등등 원하는 컨텐츠에 사용할 수 있음!"", ""title"": ""버닝비버 2023 인디게임&컬처 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223283268495""}, {""context"": ""게임을 어느정도 체험을 하다보면 핸드폰으로 포인트가 충전되는데 그 포인트를 모으면 행사장 내에서 기념품으로 교환을 하거나 [[인생네컷]] 혹은 캐릭커쳐 그림을 받을 수 있습니다!"", ""title"": ""2023 버닝비버 ' 비버 월드' 후기"", ""link"": ""https://blog.naver.com/jane5103/223281657665""}]",포토/체험
2023,이벤트,33,비버운세,비버운세,2,"[{""context"": ""[[비버운세]]&상품뽑기 2번 뽑았는데, 둘 다 음료수가 나왔는데, 다 오렌지 맛이더라구요?"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""[[비버운세]]를 포함한 굿즈샵 운영이나 초상화는 줄이 길게 서있을 정도로 상당히 호황이었습니다."", ""title"": ""버닝비버 2023 인디게임 행사 부스&어워즈 체험 후기 (3일차)"", ""link"": ""https://blog.naver.com/leeon715/223282658519""}]",프로그램/이벤트
2023,이벤트,34,소문내기,소문내기,1,"[{""context"": ""비버월드 [[소문내기]] 는 비버월드에 왔다는 것을 SNS에 업로드하고 인증하면 받을 수 있어요!"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}]",프로그램/이벤트
2023,이벤트,26,케인,케인,4,"[{""context"": ""그리고 [[케인]]님과 진행하는 행사도 있었는데요, 이때는 비버 초상화를 기다리면서 바로 옆에서 보았습니다!"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": "" [[케인]]&김나성 유튜브 운영 및 트위치 스트리머 각각 <케인tv>, <김나성> 채널 운영 중 ​"", ""title"": ""버닝비버 2023 정보(예매, 행사 내용) 및 2022 방문기!"", ""link"": ""https://blog.naver.com/mignoncre/223256307910""}, {""context"": ""마지막 으로 요일마다다르게인 플루 언서분들 의지원 사격도있 었는데,토요일갔 을때는 [[케인]]님!"", ""title"": ""스마일게이트 버닝비버 2023 인디게임 페스티벌 방문 후기 !..."", ""link"": ""https://blog.naver.com/seungoxox/223290693709""}, {""context"": ""자음을 치는 타자 버그 소탕작전과 유튜버 [[케인]]님의 게임 리뷰도 있었는데 저는 잘 몰라서 가만히 구경만 했습니다."", ""title"": ""[ 버닝비버 2023] 초등학생... 인디 게임 페스티벌 참여 후기 공유"", ""link"": ""https://blog.naver.com/zealot16/223281222025""}]",현장 이벤트
2023,이벤트,35,초상화|캐리커쳐|캐리커처,초상화,9,"[{""context"": ""버닝비버 페스티벌은 비버 골드라는 재화로 이벤트를 개최하고 있었는데, 데모 플레이, 무대 이벤트 참여, 응원 메시지 작성, SNS 태그 같은 활동을 하게 되면 받을 수 있으며, 해당 코인으로는 버닝비버 및 로스트아크 굿즈, 기념사진, [[캐리커처]] 초상화, 운세, 상품 뽑기, 인생 네 컷 같은 콘텐츠에 사용할 수 있었습니다."", ""title"": ""2023 버닝비버 인디게임 페스티벌 방문한 후기"", ""link"": ""https://blog.naver.com/bee_sky/223284150993""}, {""context"": ""키링이랑 [[캐리커쳐]] 초상화 갖고싶었는데 둘째날에 키링은 재고"", ""title"": ""버닝비버 2023 후기"", ""link"": ""https://blog.naver.com/dldydgus1995/223288759383""}, {""context"": ""비버월드의 모험가 비버월드 전시장에서 1)게임을 플레이 , 2)SNS이벤트 참여 등등을 하면 모험버프(코인) 을 받아 리워드를 교환할수있어요! ​ 이렇게 전시장에서 얻은 무료 코인으로는 네컷사진 , [[캐리커쳐]] , 가챠 , 굿즈샵 을 즐길수있죠!   "", ""title"": ""[서울/전시] 인디게임을 실컷 즐길 수 있는 < 버닝비버 > 전시 후기"", ""link"": ""https://blog.naver.com/during58/223283944114""}, {""context"": ""그리고 케인님과 진행하는 행사도 있었는데요, 이때는 비버 [[초상화]]를 기다리면서 바로 옆에서 보았습니다!"", ""title"": ""초대권으로 버닝비버 2023에 다녀온 후기 ! (1)"", ""link"": ""https://blog.naver.com/hyanggies/223296954835""}, {""context"": ""사진은 없지만 젤 먼저 [[초상화]]부터 그렸다ㅋㅋ"", ""title"": ""버닝비버 2023 인디게임&컬처 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223283268495""}]",현장 이벤트
2024,게임/IP,36,로스트아크|로아,로스트아크,3,"[{""context"": ""옆에 수북하게 쌓여있던 [[로스트아크]] 굿즈 하나 정도는 당첨되지 않을까?"", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""이렇게 입장팔찌 와 [[로스트아크]] 쿠폰 , 그리고 리플렛 을 받을 수 있었는데 ​ 로스트 아크는 최근에는 안하고 있어 하고 있는 친구에게 선물😅 ​ 나중에 물어보니 캐릭터 강화 재료 가 있었다고 ​ ​ ​ ​ "", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""[[로스트아크]] 굿즈가 탐났는데 저는 웰치스 제로(꽝)가 당첨됐습니다."", ""title"": ""든든하게 먹은 버닝비버 2024 행사 후기"", ""link"": ""https://blog.naver.com/neopgame/223735120710""}]",게임/IP
2024,장소/공간,37,DDP|동대문디지털플라자|동대문디자인플라자|동대문 디자인 플라자,DDP,7,"[{""context"": ""2024 버닝비버 ✔️ 주소 : 서울 중구 [[DDP]] 아트홀 1관 ✔️ 일정 : 11/29~12/1 ​ ​ ​ ​ ​ ​ 쨔잔 2024 인디게임의 성지 버닝비버 입장문이에요 ~!"", ""title"": ""2024 인디게임의 성지 ‘ 버닝비버 ’ 내돈내산 후기 , 꿀팁, 굿즈"", ""link"": ""https://blog.naver.com/bborongrongg/223677904979""}, {""context"": ""[[DDP]] 인디게임 맛집 버닝비버 가는 길 ​ ​ ​ ​ 어딘가 익숙한 저 모습 버닝비버 행사를 위해 동대문에 들렀다가 ​ 동대문 크레페 할아버지도 방문하게되어 최근 포스팅을 올렸었다"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""[[ddp]]역 1번 출구로 나와 쭉 직진하면 됨"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}, {""context"": ""버닝비버 #버닝비버2024 #서울 #인디게임 #스토브인디 #1번출구 #동대문역사문화공원역 #[[동대문디자인플라자]] #갈바테인 #서큐하트 #로라라라 #이클립스 #소울러즈 #킬더위치 #killthewitch #11월30일"", ""title"": ""버닝비버 2024 11월 30일 참가 후기"", ""link"": ""https://blog.naver.com/jdh8803/223679012507""}, {""context"": ""이 블로그의 체크인 이 장소의 다른 글 동대문역사문화공원을 갈 일은 있었으나 (빕스 가느라) [[DDP]]를 가보는 건 처음이에요."", ""title"": ""[일상] 버닝비버 2024 게임쇼를 다녀오다"", ""link"": ""https://blog.naver.com/lrebao/223678400309""}]",공간/배치
2024,굿즈/리워드,38,스푼,스푼,9,"[{""context"": ""우선 [[스푼]]!을 모아야 해요!"", ""title"": ""2024 인디게임의 성지 ‘ 버닝비버 ’ 내돈내산 후기 , 꿀팁, 굿즈"", ""link"": ""https://blog.naver.com/bborongrongg/223677904979""}, {""context"": ""현장 시스템과 [[스푼]] 적립 이번 행사에서는 스마트폰으로 웹페이지를 열어 행사 정보와 지도, 그리고 스푼이라는 포인트를 적립 할 수 있었습니다."", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""행사를 즐길 수 있었는데 ​ 행사에 참여한 다양한 참여 게임, 제작사 들을 종류별로 볼 수도 있고 행사장 지도, 이벤트, 콘텐츠 시간표 , 그리고 [[스푼]] 확인 이 가능했다"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""얼마 전에 큰 히트를 친 흑백요리사처럼 인디게임 맛집 이라는 컨셉이라서 그런지 비슐랭가이드로 [[스푼]]을 적립하더라구요"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""사전예매하면 좀 더 싸서 미리 예매함 예매했더라도 현장에서 팔찌로 교환해야한다 안내 리플렛이랑 팔찌 받고 입장 고고 ​ 버닝비버는 모바일 스탬프를 사용한다 게임 체험, 리뷰, 무대행사참여 등 미션을 통해 [[스푼]]을 모을 수 있고 모은 스푼은 리워드존에서 리워드로 교환하면 된다"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}]",굿즈/리워드
2024,연사/인플루언서,40,남도형,남도형,1,"[{""context"": ""토요일 오후 1시부터는 [[남도형]] 성우의 라이브 쇼가 진행되었다."", ""title"": ""[ 버닝비버 2024] 대망의 참가 후기 ! ft.남도형 성우..."", ""link"": ""https://blog.naver.com/merry_christmas_eve/223678401670""}]",연사/인플루언서
2024,연사/인플루언서,42,휘용,휘용,4,"[{""context"": ""마인크래프트로 유명한 유튜버 [[휘용]]님의 특별 무대 도 있었습니다."", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""[[휘용]] 님께서 방문!"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""[[휘용]]님이시군요"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}, {""context"": ""마인크래프트로 유명한 유튜버 [[휘용]]님의 특별 무대 도 있었습니다."", ""title"": ""든든하게 먹은 버닝비버 2024 행사 후기"", ""link"": ""https://blog.naver.com/neopgame/223735120710""}]",연사/인플루언서
2024,운영인력,43,스태프|직원|알바,스태프,2,"[{""context"": ""[[스태프]]분들은 비버 옷을 입고 계셨는데, 정말 귀엽고 친절하셨습니다!"", ""title"": ""[Artive Sound] 2023 버닝비버 일반 관람 다녀온 이야기"", ""link"": ""https://blog.naver.com/jung_kim__/223452228700""}, {""context"": ""버닝비버 첫 회때는 [[직원]]들이 서로 흥겨워서 막 춤도 추고 그랬는디 ㅎㅎㅎㅎ"", ""title"": ""[일상] 버닝비버 2024 게임쇼를 다녀오다"", ""link"": ""https://blog.naver.com/lrebao/223678400309""}]",운영인력
2024,이벤트,44,게임 밖의 게임|게임밖의게임,게임 밖의 게임,1,"[{""context"": ""기획전시 [[게임 밖의 게임]] 인디게임 플레이존을 나오면 기획전시로 이어지는 또 다른 공간이 나옵니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}]",전시/특별관
2024,장소/공간,45,리워드 존|리워드존,리워드 존,7,"[{""context"": ""스푼은 출구 쪽에 있는 [[리워드 존]] 에서 사용할 수 있었는데요."", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""[[리워드존]] ​ ​ ​ ​ 기획전시 안쪽, 출구 방향으로는 행사를 즐기며 얻을 수 있었던 스푼 으로 리워드를 교환하거나 사용할 수 있는 리워드존 이 마련되어 있었다 ​ ​ ​ ​ ​ 포토부스 ​ ​ ​ 타로 점보기, 뽑기, 리워드 교환 ​ 그리고 기념 사진을 찍을 수 있는 포토부스 역시 스푼으로 촬영 가능!"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""[[리워드존]] 자 이제 모아놓은 스푼을 써봅시다 (열심히 참여해서 많은 모은 스푼) ​ 제일 앞에 보이는 포토부스에 갔습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""사전예매하면 좀 더 싸서 미리 예매함 예매했더라도 현장에서 팔찌로 교환해야한다 안내 리플렛이랑 팔찌 받고 입장 고고 ​ 버닝비버는 모바일 스탬프를 사용한다 게임 체험, 리뷰, 무대행사참여 등 미션을 통해 스푼을 모을 수 있고 모은 스푼은 [[리워드존]]에서 리워드로 교환하면 된다"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}, {""context"": ""[[리워드 존]]에서 게임을 플레이 하며 얻었던 스푼을 굿즈로 바꿨다!"", ""title"": ""[ 버닝비버 2024] 대망의 참가 후기 ! ft.남도형 성우..."", ""link"": ""https://blog.naver.com/merry_christmas_eve/223678401670""}]",존/동선
2024,연사/인플루언서,46,강연|토크,강연,3,"[{""context"": ""또한 송길영 작가님의 특별 [[강연]] 도 있었습니다."", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""버닝비버 에서는 ​ 출시를 앞 둔 다양한 인디게임, [[토크]]쇼, 무대, 이벤트 등 다양하게 만나볼 수 있었다 ​"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""15시에 하는 [[강연]]도 게임하다가 중간중간 들었습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}]",토크/강연
2024,파트너쉽,41,몬스터,몬스터,7,"[{""context"": "" 인프런과 [[몬스터]] ​ ​ ​ ​ 강의를 듣던 인프런 과 에너지 드링크 몬스터 부스도 있었다 ​ ​ ​ ​ "", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""플레이어는 용사의 생존과 동시에 성자를 지키며 [[몬스터]]들을 막아내야 해요."", ""title"": ""버닝비버 2024 참관 후기 국밥같은 든든한 재미를 가진 장르..."", ""link"": ""https://blog.naver.com/eeuu1133/223679754222""}, {""context"": ""[[몬스터]] 부스에서 무료로 주시길래 받았습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""여튼 [[몬스터]]같은애들이 나를 공격해서 피하면서 쏴야된다 총 종류가 엄청 많아서 취향따라 고르면 됨"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}, {""context"": ""[[몬스터]] 음료. ㄷㄷㄷㄷㄷ"", ""title"": ""[일상] 버닝비버 2024 게임쇼를 다녀오다"", ""link"": ""https://blog.naver.com/lrebao/223678400309""}]",파트너/기관
2024,파트너쉽,48,인프런,인프런,1,"[{""context"": ""이게 너무나도 탐난 토낌은 안타깝게도 뽑기는 실패했지만 나는야 직장인 아쉬울 수 없어 구매했다 😆 ​ ​ ​ ​ [[인프런]]과 몬스터 ​ ​ ​ ​ 강의를 듣던 인프런 과 에너지 드링크 몬스터 부스도 있었다 ​ ​ ​ ​ ​ 무대와 버닝비버 무대 프로그램 ​ ​ ​ ​ 그리고 행사장 가운데에는 무대 가 있었는데 마침 방문한 날에는 인플루언서"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}]",파트너/기관
2024,파트너쉽,49,플리더스,플리더스,1,"[{""context"": ""머지 앤 블레이드 ⚔️ [[플리더스]] 미션을 위해 토끼와 핑구가 참전한 게임 게임 제목이 걍 게임 내용임"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}]",파트너/기관
2024,운영인력,50,푸드트럭|푸드 트럭,푸드트럭,3,"[{""context"": ""정말 재밌게 행사에 참여할 수 있던 시스템중 하나였다 ​ ​ ​ ​ ​ [[푸드트럭]]들이 가득한 축제현장 같은 버닝비버 ​"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""버닝비버 인스타 팔로우를 하고 주황색 풍선을 받고, 버닝비버 [[푸드트럭]] 앞에서 사진을 찍고 SNS에 업로드하고 스푼을 받았습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""[[푸드트럭]] 같은 건 없는 듯해서 근처 DDP 마켓(푸드코트 같은)에 가서 요기를 했습니다."", ""title"": ""든든하게 먹은 버닝비버 2024 행사 후기"", ""link"": ""https://blog.naver.com/neopgame/223735120710""}]",편의/푸드
2024,이벤트,51,포토부스|포토 부스|네컷,포토부스,3,"[{""context"": ""리워드존 ​ ​ ​ ​ 기획전시 안쪽, 출구 방향으로는 행사를 즐기며 얻을 수 있었던 스푼 으로 리워드를 교환하거나 사용할 수 있는 리워드존 이 마련되어 있었다 ​ ​ ​ ​ ​ [[포토부스]] ​ ​ ​ 타로 점보기, 뽑기, 리워드 교환 ​ 그리고 기념 사진을 찍을 수 있는 포토부스 역시 스푼으로 촬영 가능!"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""리워드존 자 이제 모아놓은 스푼을 써봅시다 (열심히 참여해서 많은 모은 스푼) ​ 제일 앞에 보이는 [[포토부스]]에 갔습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""엉엉 리워드는 일찍일찍 교환해야한다는 교훈을 얻었다죠 ​ [[포토부스]] 영수증사진기였다 꾸밀 수 있는 펜이랑 스티커도 준비되어 있었음"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}]",포토/체험
2024,이벤트,52,비슐랭 가이드|비슐랭,비슐랭 가이드,2,"[{""context"": ""얼마 전에 큰 히트를 친 흑백요리사처럼 인디게임 맛집 이라는 컨셉이라서 그런지 [[비슐랭]]가이드로 스푼을 적립하더라구요"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""저기서 다양한 전시물을 구경하고 [[비슐랭 가이드]] 보상을 받는 곳이었던 모양이니 아이고 아까워라… 했는데, 저기를 못 본 게 아쉽기는 해도 전체적인 행사 구성은 마음에 들었으니 내년 버닝비버 2025에도 방문할 의사가 있습니다."", ""title"": ""버닝비버 2024 후기 - 스토브 인디, 스팀게임으로 모두가 즐길..."", ""link"": ""https://blog.naver.com/whithmag/223678077620""}]",프로그램/이벤트
